1083_IWL_NEU_XX,NEU
1052_IWL_NEU_XX,NEU
1037_DFA_SAD_XX,SAD
1081_ITS_FEA_XX,FEA
1004_TSI_FEA_XX,FEA
1069_TIE_ANG_XX,ANG
1016_DFA_ANG_XX,ANG
1019_TSI_HAP_XX,HAP
1031_WSI_DIS_XX,DIS
1067_ITS_NEU_XX,NEU
1070_TIE_ANG_XX,ANG
1062_ITH_DIS_XX,DIS
1054_IEO_ANG_MD,ANG
1059_IOM_NEU_XX,NEU
1007_ITH_DIS_XX,DIS
1042_TIE_DIS_XX,DIS
1005_ITS_FEA_XX,FEA
1007_ITS_SAD_XX,SAD
1039_TSI_SAD_XX,SAD
1027_IOM_HAP_XX,HAP
1078_TSI_HAP_XX,HAP
1065_TSI_DIS_XX,DIS
1040_ITH_SAD_XX,SAD
1038_IWW_NEU_XX,NEU
1005_IEO_SAD_MD,SAD
1032_TSI_FEA_XX,FEA
1078_WSI_HAP_XX,HAP
1061_WSI_DIS_XX,DIS
1050_IEO_HAP_LO,HAP
1020_IEO_FEA_MD,FEA
1008_IEO_SAD_HI,SAD
1003_IWL_NEU_XX,NEU
1059_IWW_FEA_XX,FEA
1014_IWL_ANG_XX,ANG
1087_ITS_HAP_XX,HAP
1063_IWW_NEU_XX,NEU
1040_MTI_FEA_XX,FEA
1061_TIE_ANG_XX,ANG
1080_IEO_SAD_LO,SAD
1087_WSI_DIS_XX,DIS
1091_MTI_SAD_XX,SAD
1066_IWW_ANG_XX,ANG
1077_DFA_DIS_XX,DIS
1054_TSI_DIS_XX,DIS
1071_IOM_FEA_XX,FEA
1014_IOM_DIS_XX,DIS
1012_DFA_FEA_XX,FEA
1005_ITS_DIS_XX,DIS
1090_IWL_SAD_XX,SAD
1010_IWL_NEU_XX,NEU
1028_IWL_DIS_XX,DIS
1033_IEO_FEA_LO,FEA
1058_MTI_FEA_XX,FEA
1018_IEO_HAP_MD,HAP
1044_IEO_FEA_MD,FEA
1087_TAI_HAP_XX,HAP
1045_ITS_DIS_XX,DIS
1057_IWL_SAD_XX,SAD
1079_TSI_HAP_XX,HAP
1024_ITH_SAD_XX,SAD
1017_ITH_ANG_XX,ANG
1068_WSI_FEA_XX,FEA
1030_IEO_FEA_LO,FEA
1076_IEO_ANG_LO,ANG
1075_IWW_FEA_XX,FEA
1083_TSI_NEU_XX,NEU
1028_IEO_SAD_MD,SAD
1091_ITH_NEU_XX,NEU
1007_TAI_DIS_XX,DIS
1019_IWW_HAP_XX,HAP
1022_ITH_ANG_XX,ANG
1017_TIE_ANG_XX,ANG
1002_DFA_DIS_XX,DIS
1042_IWL_NEU_XX,NEU
1012_TAI_DIS_XX,DIS
1016_IEO_HAP_MD,HAP
1059_IEO_ANG_HI,ANG
1042_TSI_HAP_XX,HAP
1088_IEO_FEA_LO,FEA
1091_ITS_FEA_XX,FEA
1053_MTI_HAP_XX,HAP
1033_TIE_ANG_XX,ANG
1014_ITH_HAP_XX,HAP
1029_TSI_ANG_XX,ANG
1034_IWW_DIS_XX,DIS
1041_TSI_ANG_XX,ANG
1074_IEO_HAP_HI,HAP
1076_TSI_NEU_XX,NEU
1072_WSI_FEA_XX,FEA
1019_ITS_NEU_XX,NEU
1017_IOM_FEA_XX,FEA
1022_WSI_NEU_XX,NEU
1075_IEO_FEA_LO,FEA
1062_IEO_ANG_LO,ANG
1041_IEO_HAP_HI,HAP
1071_IEO_HAP_LO,HAP
1088_ITH_ANG_XX,ANG
1016_ITS_NEU_XX,NEU
1003_IEO_ANG_MD,ANG
1033_IEO_DIS_HI,DIS
1024_IWW_HAP_XX,HAP
1040_DFA_NEU_XX,NEU
1018_IWL_NEU_XX,NEU
1041_ITH_FEA_XX,FEA
1077_IWW_NEU_XX,NEU
1019_ITS_DIS_XX,DIS
1086_ITH_ANG_XX,ANG
1026_IEO_SAD_HI,SAD
1040_IWW_FEA_XX,FEA
1038_TIE_SAD_XX,SAD
1081_WSI_HAP_XX,HAP
1063_TIE_DIS_XX,DIS
1040_IEO_FEA_LO,FEA
1029_IEO_SAD_MD,SAD
1046_ITS_HAP_XX,HAP
1062_TIE_NEU_XX,NEU
1034_IWL_SAD_XX,SAD
1080_WSI_SAD_XX,SAD
1024_TSI_NEU_XX,NEU
1026_MTI_NEU_XX,NEU
1008_TIE_DIS_XX,DIS
1019_IOM_DIS_XX,DIS
1087_TIE_FEA_XX,FEA
1026_IOM_DIS_XX,DIS
1029_IEO_ANG_MD,ANG
1035_TIE_HAP_XX,HAP
1005_TSI_NEU_XX,NEU
1078_WSI_NEU_XX,NEU
1080_MTI_NEU_XX,NEU
1039_IEO_FEA_MD,FEA
1086_IEO_HAP_MD,HAP
1067_IEO_FEA_HI,FEA
1040_IWL_HAP_XX,HAP
1090_WSI_ANG_XX,ANG
1065_TSI_HAP_XX,HAP
1058_IEO_NEU_XX,NEU
1078_IWL_FEA_XX,FEA
1029_IOM_HAP_XX,HAP
1003_MTI_ANG_XX,ANG
1013_IEO_FEA_MD,FEA
1017_IEO_DIS_HI,DIS
1005_MTI_HAP_XX,HAP
1041_TIE_HAP_XX,HAP
1023_DFA_HAP_XX,HAP
1023_MTI_SAD_XX,SAD
1024_ITH_DIS_XX,DIS
1006_TSI_ANG_XX,ANG
1066_ITH_FEA_XX,FEA
1020_MTI_SAD_XX,SAD
1055_TIE_HAP_XX,HAP
1049_DFA_HAP_XX,HAP
1037_IEO_DIS_LO,DIS
1085_IEO_SAD_HI,SAD
1048_MTI_SAD_XX,SAD
1019_MTI_NEU_XX,NEU
1066_DFA_DIS_XX,DIS
1060_TIE_SAD_XX,SAD
1048_IEO_DIS_LO,DIS
1020_TAI_DIS_XX,DIS
1053_IOM_ANG_XX,ANG
1082_IEO_DIS_LO,DIS
1001_IOM_FEA_XX,FEA
1056_TAI_DIS_XX,DIS
1014_IWW_HAP_XX,HAP
1012_IOM_DIS_XX,DIS
1042_TAI_DIS_XX,DIS
1055_DFA_DIS_XX,DIS
1018_IEO_NEU_XX,NEU
1033_TSI_NEU_XX,NEU
1071_IEO_DIS_MD,DIS
1048_WSI_ANG_XX,ANG
1061_IWL_NEU_XX,NEU
1031_IWW_HAP_XX,HAP
1025_ITS_SAD_XX,SAD
1034_IWL_ANG_XX,ANG
1027_ITH_FEA_XX,FEA
1044_IWW_HAP_XX,HAP
1047_DFA_ANG_XX,ANG
1074_IOM_ANG_XX,ANG
1018_TSI_FEA_XX,FEA
1042_DFA_DIS_XX,DIS
1083_DFA_SAD_XX,SAD
1090_IWW_DIS_XX,DIS
1048_ITH_ANG_XX,ANG
1062_TAI_NEU_XX,NEU
1085_IEO_HAP_LO,HAP
1016_TAI_DIS_XX,DIS
1059_IEO_ANG_MD,ANG
1046_IWL_FEA_XX,FEA
1030_MTI_HAP_XX,HAP
1076_IOM_HAP_XX,HAP
1029_IOM_FEA_XX,FEA
1022_TIE_FEA_XX,FEA
1035_TIE_DIS_XX,DIS
1045_IOM_ANG_XX,ANG
1041_IEO_DIS_LO,DIS
1003_WSI_FEA_XX,FEA
1033_IWL_SAD_XX,SAD
1070_DFA_FEA_XX,FEA
1071_IWW_SAD_XX,SAD
1064_MTI_ANG_XX,ANG
1062_IWL_ANG_XX,ANG
1005_WSI_HAP_XX,HAP
1003_TSI_FEA_XX,FEA
1055_IEO_DIS_MD,DIS
1068_WSI_NEU_XX,NEU
1037_TAI_HAP_XX,HAP
1080_TAI_ANG_XX,ANG
1014_IEO_SAD_MD,SAD
1017_TSI_SAD_XX,SAD
1020_IEO_ANG_MD,ANG
1018_ITS_HAP_XX,HAP
1065_IEO_DIS_MD,DIS
1038_MTI_HAP_XX,HAP
1079_IWW_NEU_XX,NEU
1052_TIE_FEA_XX,FEA
1047_MTI_NEU_XX,NEU
1074_IEO_FEA_LO,FEA
1016_ITH_NEU_XX,NEU
1052_TIE_HAP_XX,HAP
1073_IOM_FEA_XX,FEA
1064_TSI_FEA_XX,FEA
1031_TAI_HAP_XX,HAP
1084_TSI_DIS_XX,DIS
1027_TIE_NEU_XX,NEU
1025_WSI_SAD_XX,SAD
1065_TAI_DIS_XX,DIS
1032_IWL_NEU_XX,NEU
1086_TSI_SAD_XX,SAD
1057_TAI_HAP_XX,HAP
1074_TSI_SAD_XX,SAD
1078_IWL_HAP_XX,HAP
1010_TSI_DIS_XX,DIS
1014_IEO_HAP_HI,HAP
1067_IWW_HAP_XX,HAP
1067_MTI_DIS_XX,DIS
1024_DFA_DIS_XX,DIS
1053_IEO_SAD_LO,SAD
1026_TSI_FEA_XX,FEA
1056_DFA_NEU_XX,NEU
1037_ITS_NEU_XX,NEU
1046_DFA_HAP_XX,HAP
1035_IWW_SAD_XX,SAD
1036_IWW_DIS_XX,DIS
1014_IWL_HAP_XX,HAP
1064_DFA_NEU_XX,NEU
1023_TSI_FEA_XX,FEA
1010_IWW_DIS_XX,DIS
1024_IEO_DIS_HI,DIS
1029_ITS_HAP_XX,HAP
1068_TSI_DIS_XX,DIS
1061_MTI_ANG_XX,ANG
1087_MTI_ANG_XX,ANG
1058_IWW_NEU_XX,NEU
1086_ITS_SAD_XX,SAD
1028_TSI_SAD_XX,SAD
1021_IEO_SAD_MD,SAD
1071_TAI_FEA_XX,FEA
1024_DFA_ANG_XX,ANG
1080_IEO_FEA_MD,FEA
1037_ITS_SAD_XX,SAD
1024_TAI_DIS_XX,DIS
1029_IOM_DIS_XX,DIS
1028_MTI_HAP_XX,HAP
1044_WSI_NEU_XX,NEU
1084_TSI_SAD_XX,SAD
1060_IWL_NEU_XX,NEU
1069_TIE_NEU_XX,NEU
1070_TAI_DIS_XX,DIS
1034_DFA_FEA_XX,FEA
1039_DFA_HAP_XX,HAP
1011_ITH_DIS_XX,DIS
1032_IEO_HAP_MD,HAP
1056_WSI_NEU_XX,NEU
1053_IEO_DIS_LO,DIS
1022_TAI_NEU_XX,NEU
1089_TIE_DIS_XX,DIS
1062_IEO_DIS_HI,DIS
1003_DFA_ANG_XX,ANG
1031_IEO_ANG_MD,ANG
1081_ITH_DIS_XX,DIS
1013_IEO_FEA_HI,FEA
1084_IOM_FEA_XX,FEA
1087_IWW_NEU_XX,NEU
1070_IEO_FEA_HI,FEA
1072_MTI_DIS_XX,DIS
1031_ITH_ANG_XX,ANG
1032_IEO_DIS_MD,DIS
1030_TSI_SAD_XX,SAD
1013_TSI_DIS_XX,DIS
1015_ITH_SAD_XX,SAD
1051_WSI_HAP_XX,HAP
1069_TAI_NEU_XX,NEU
1080_IEO_DIS_LO,DIS
1013_TSI_NEU_XX,NEU
1047_IEO_FEA_HI,FEA
1003_IWL_ANG_XX,ANG
1079_DFA_HAP_XX,HAP
1003_ITS_ANG_XX,ANG
1063_TSI_DIS_XX,DIS
1063_DFA_ANG_XX,ANG
1070_TIE_FEA_XX,FEA
1028_IEO_NEU_XX,NEU
1091_TIE_FEA_XX,FEA
1014_WSI_DIS_XX,DIS
1034_WSI_ANG_XX,ANG
1008_TIE_ANG_XX,ANG
1043_IEO_SAD_LO,SAD
1042_IOM_NEU_XX,NEU
1035_TIE_ANG_XX,ANG
1058_TAI_DIS_XX,DIS
1029_TIE_ANG_XX,ANG
1028_ITH_DIS_XX,DIS
1046_TIE_SAD_XX,SAD
1069_ITS_HAP_XX,HAP
1005_IEO_DIS_MD,DIS
1057_TAI_NEU_XX,NEU
1090_IEO_NEU_XX,NEU
1022_ITS_NEU_XX,NEU
1075_IEO_ANG_MD,ANG
1031_IOM_DIS_XX,DIS
1079_IEO_SAD_LO,SAD
1090_WSI_FEA_XX,FEA
1002_TAI_FEA_XX,FEA
1053_IOM_DIS_XX,DIS
1066_IOM_FEA_XX,FEA
1046_ITS_DIS_XX,DIS
1078_TIE_ANG_XX,ANG
1039_ITS_DIS_XX,DIS
1015_TSI_HAP_XX,HAP
1058_TIE_ANG_XX,ANG
1011_IWW_DIS_XX,DIS
1076_IEO_FEA_MD,FEA
1064_IEO_DIS_HI,DIS
1090_MTI_HAP_XX,HAP
1070_IOM_FEA_XX,FEA
1062_TIE_HAP_XX,HAP
1048_IWW_NEU_XX,NEU
1051_IWL_FEA_XX,FEA
1048_IEO_HAP_LO,HAP
1085_TIE_FEA_XX,FEA
1012_IEO_ANG_HI,ANG
1028_TIE_FEA_XX,FEA
1074_IEO_ANG_HI,ANG
1059_IEO_DIS_LO,DIS
1052_IEO_SAD_LO,SAD
1055_IWL_NEU_XX,NEU
1067_IEO_HAP_HI,HAP
1002_TIE_ANG_XX,ANG
1015_TSI_SAD_XX,SAD
1082_IOM_DIS_XX,DIS
1082_MTI_SAD_XX,SAD
1022_TIE_DIS_XX,DIS
1079_IEO_HAP_HI,HAP
1046_TSI_FEA_XX,FEA
1086_IWL_DIS_XX,DIS
1011_TIE_HAP_XX,HAP
1065_DFA_SAD_XX,SAD
1031_IEO_FEA_HI,FEA
1063_IEO_DIS_MD,DIS
1019_IOM_NEU_XX,NEU
1023_ITS_FEA_XX,FEA
1079_IOM_NEU_XX,NEU
1058_IWL_FEA_XX,FEA
1086_IEO_SAD_MD,SAD
1064_IWW_NEU_XX,NEU
1042_IEO_FEA_LO,FEA
1063_IWL_SAD_XX,SAD
1070_IWW_NEU_XX,NEU
1086_IEO_HAP_LO,HAP
1054_ITS_NEU_XX,NEU
1053_ITH_HAP_XX,HAP
1062_IWW_HAP_XX,HAP
1010_TIE_DIS_XX,DIS
1063_IWL_NEU_XX,NEU
1047_ITH_DIS_XX,DIS
1051_IWL_HAP_XX,HAP
1066_IEO_SAD_LO,SAD
1084_IEO_HAP_LO,HAP
1057_MTI_FEA_XX,FEA
1007_IWW_NEU_XX,NEU
1076_IEO_ANG_HI,ANG
1081_MTI_SAD_XX,SAD
1064_IEO_NEU_XX,NEU
1015_TAI_NEU_XX,NEU
1015_MTI_NEU_XX,NEU
1078_WSI_SAD_XX,SAD
1051_IWW_DIS_XX,DIS
1023_IEO_FEA_HI,FEA
1003_TAI_FEA_XX,FEA
1021_TSI_DIS_XX,DIS
1044_IWL_ANG_XX,ANG
1038_WSI_FEA_XX,FEA
1021_TAI_NEU_XX,NEU
1051_TAI_NEU_XX,NEU
1041_IOM_ANG_XX,ANG
1017_IOM_DIS_XX,DIS
1078_IEO_DIS_LO,DIS
1059_TAI_FEA_XX,FEA
1062_IEO_NEU_XX,NEU
1027_MTI_ANG_XX,ANG
1040_IEO_DIS_MD,DIS
1025_IWL_FEA_XX,FEA
1033_WSI_HAP_XX,HAP
1088_IWW_DIS_XX,DIS
1042_IEO_SAD_LO,SAD
1061_TAI_ANG_XX,ANG
1011_ITH_HAP_XX,HAP
1063_MTI_HAP_XX,HAP
1025_IWL_DIS_XX,DIS
1060_TAI_FEA_XX,FEA
1071_IEO_ANG_LO,ANG
1028_IEO_FEA_MD,FEA
1076_TIE_DIS_XX,DIS
1015_TIE_ANG_XX,ANG
1034_IEO_DIS_MD,DIS
1060_WSI_FEA_XX,FEA
1009_DFA_FEA_XX,FEA
1072_ITH_NEU_XX,NEU
1073_TAI_HAP_XX,HAP
1023_TAI_NEU_XX,NEU
1048_IEO_ANG_LO,ANG
1029_IWW_FEA_XX,FEA
1033_IOM_NEU_XX,NEU
1016_IWW_FEA_XX,FEA
1055_IOM_HAP_XX,HAP
1032_DFA_ANG_XX,ANG
1088_DFA_DIS_XX,DIS
1046_IWL_HAP_XX,HAP
1063_ITH_ANG_XX,ANG
1038_TAI_ANG_XX,ANG
1073_IWW_SAD_XX,SAD
1037_MTI_NEU_XX,NEU
1016_TAI_FEA_XX,FEA
1046_WSI_DIS_XX,DIS
1008_DFA_ANG_XX,ANG
1054_MTI_NEU_XX,NEU
1089_MTI_HAP_XX,HAP
1010_TIE_SAD_XX,SAD
1050_IEO_DIS_MD,DIS
1023_IEO_HAP_LO,HAP
1090_IEO_HAP_HI,HAP
1021_IEO_FEA_MD,FEA
1041_TSI_NEU_XX,NEU
1073_TSI_NEU_XX,NEU
1030_TSI_NEU_XX,NEU
1028_ITS_ANG_XX,ANG
1063_ITH_FEA_XX,FEA
1023_TIE_SAD_XX,SAD
1022_IEO_ANG_LO,ANG
1013_IEO_ANG_HI,ANG
1045_IEO_SAD_LO,SAD
1013_DFA_DIS_XX,DIS
1046_TAI_NEU_XX,NEU
1048_WSI_NEU_XX,NEU
1063_IOM_DIS_XX,DIS
1025_IEO_HAP_MD,HAP
1011_TIE_DIS_XX,DIS
1041_TSI_DIS_XX,DIS
1062_IOM_SAD_XX,SAD
1078_IEO_FEA_HI,FEA
1036_IEO_DIS_LO,DIS
1063_ITS_DIS_XX,DIS
1074_ITH_DIS_XX,DIS
1074_TSI_NEU_XX,NEU
1002_IEO_HAP_HI,HAP
1059_TAI_DIS_XX,DIS
1012_IWL_NEU_XX,NEU
1038_TIE_ANG_XX,ANG
1057_DFA_FEA_XX,FEA
1017_IEO_HAP_HI,HAP
1036_ITS_NEU_XX,NEU
1078_IEO_DIS_HI,DIS
1077_IEO_ANG_MD,ANG
1077_DFA_FEA_XX,FEA
1048_IOM_SAD_XX,SAD
1050_TAI_SAD_XX,SAD
1010_ITH_ANG_XX,ANG
1090_IEO_DIS_LO,DIS
1013_WSI_DIS_XX,DIS
1044_IWW_SAD_XX,SAD
1033_WSI_ANG_XX,ANG
1008_IWW_ANG_XX,ANG
1072_IEO_FEA_HI,FEA
1007_IEO_ANG_LO,ANG
1027_DFA_SAD_XX,SAD
1013_ITS_FEA_XX,FEA
1070_ITH_ANG_XX,ANG
1059_DFA_ANG_XX,ANG
1021_ITH_HAP_XX,HAP
1022_TAI_DIS_XX,DIS
1056_MTI_DIS_XX,DIS
1010_IEO_ANG_MD,ANG
1056_TIE_NEU_XX,NEU
1049_IOM_SAD_XX,SAD
1032_TIE_DIS_XX,DIS
1073_MTI_NEU_XX,NEU
1080_IEO_HAP_MD,HAP
1079_IOM_ANG_XX,ANG
1037_IEO_ANG_HI,ANG
1025_TIE_ANG_XX,ANG
1031_ITH_SAD_XX,SAD
1081_TSI_ANG_XX,ANG
1077_TAI_HAP_XX,HAP
1003_WSI_HAP_XX,HAP
1064_IEO_FEA_MD,FEA
1091_IWL_DIS_XX,DIS
1031_IEO_HAP_MD,HAP
1040_MTI_SAD_XX,SAD
1038_MTI_SAD_XX,SAD
1031_TSI_FEA_XX,FEA
1089_TAI_ANG_XX,ANG
1074_IEO_FEA_MD,FEA
1057_TIE_ANG_XX,ANG
1063_IEO_ANG_LO,ANG
1083_IOM_FEA_XX,FEA
1012_TAI_ANG_XX,ANG
1052_TIE_SAD_XX,SAD
1088_ITS_DIS_XX,DIS
1002_TSI_SAD_XX,SAD
1050_MTI_HAP_XX,HAP
1043_IEO_HAP_LO,HAP
1042_WSI_SAD_XX,SAD
1060_ITH_DIS_XX,DIS
1027_IWL_DIS_XX,DIS
1008_ITS_HAP_XX,HAP
1006_TAI_NEU_XX,NEU
1068_IOM_ANG_XX,ANG
1055_IOM_NEU_XX,NEU
1001_DFA_NEU_XX,NEU
1007_WSI_DIS_XX,DIS
1087_IWL_HAP_XX,HAP
1053_IOM_NEU_XX,NEU
1012_ITH_ANG_XX,ANG
1042_WSI_ANG_XX,ANG
1083_IEO_HAP_LO,HAP
1062_TSI_FEA_XX,FEA
1016_DFA_DIS_XX,DIS
1051_ITH_FEA_XX,FEA
1057_DFA_HAP_XX,HAP
1031_WSI_NEU_XX,NEU
1057_IEO_HAP_MD,HAP
1063_ITH_NEU_XX,NEU
1037_ITS_FEA_XX,FEA
1060_IEO_NEU_XX,NEU
1081_IEO_HAP_MD,HAP
1027_IEO_HAP_HI,HAP
1090_IWL_DIS_XX,DIS
1065_TAI_HAP_XX,HAP
1009_IOM_DIS_XX,DIS
1072_TSI_HAP_XX,HAP
1069_IWL_SAD_XX,SAD
1044_IEO_DIS_LO,DIS
1052_ITS_SAD_XX,SAD
1076_TSI_FEA_XX,FEA
1085_IWW_SAD_XX,SAD
1075_MTI_ANG_XX,ANG
1052_IEO_DIS_HI,DIS
1036_IEO_FEA_HI,FEA
1049_ITS_SAD_XX,SAD
1065_IEO_DIS_LO,DIS
1074_IWL_FEA_XX,FEA
1019_IEO_FEA_MD,FEA
1035_ITS_NEU_XX,NEU
1046_TAI_FEA_XX,FEA
1040_MTI_HAP_XX,HAP
1088_WSI_NEU_XX,NEU
1037_IWW_DIS_XX,DIS
1085_IEO_DIS_MD,DIS
1058_TIE_SAD_XX,SAD
1074_TSI_HAP_XX,HAP
1020_IEO_DIS_LO,DIS
1028_TIE_NEU_XX,NEU
1003_TSI_ANG_XX,ANG
1032_IEO_SAD_HI,SAD
1089_TSI_HAP_XX,HAP
1049_TSI_NEU_XX,NEU
1052_TAI_HAP_XX,HAP
1074_TIE_SAD_XX,SAD
1056_IOM_FEA_XX,FEA
1080_MTI_ANG_XX,ANG
1090_TSI_ANG_XX,ANG
